project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,readme_content,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
TreeCrownDelineation,This package performs automatic delineation of individual tree crowns in remote sensing imagery.,,https://github.com/AWF-GAUG/TreeCrownDelineation,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rTwig,A method for correcting unrealistic cylinders in quantitative structure models (QSMs) due to technical limitations of current LiDAR sensor technology in forestry measurements.,,https://github.com/aidanmorales/rTwig,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CspStandSegmentation,"An R-package for the segmentation of single trees from forest point clouds scanned with terrestrial, mobile or unmanned LiDAR systems.",,https://github.com/JulFrey/CspStandSegmentation,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restor Foundation Tree Crown Delineation Pipeline,A powerful and easy-to-use pipeline for detecting individual trees and tree canopy in aerial images.,,https://github.com/Restor-Foundation/tcd,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrt,"Python package for near real time detection of change in spatio-temporal datasets, with a focus on forest disturbances mapping.",,https://github.com/ec-jrc/nrt,github.com,,Forest Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIAME,Video and Image Analytics for Marine Environments.,,https://github.com/VIAME/VIAME,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecodata,A data package for reporting on Northeast Continental Shelf ecosystem status and trends.,,https://github.com/NOAA-EDAB/ecodata,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rfishbase,An R interface to the fishbase.org database.,,https://github.com/ropensci/rfishbase,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlanktonIndividuals.jl,This package simulates the behaviors of an ensemble of phytoplankton individuals.,,https://github.com/JuliaOcean/PlanktonIndividuals.jl,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVic-updates-opem,"Introduces optimality-based phytoplankton and zooplankton into the UVic-ESCM (version 2.9) with variable C:N:P(:Chl) stoichiometry for phytoplankton, diazotrophs and detritus.",,https://git.geomar.de/markus-pahlow/UVic-updates-opem,git.geomar.de,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OceanAdapt,"Provide information about the impacts of changing climate and other factors on the distribution of marine life to the National Climate Assessment, fisheries communities, policymakers, and to others.",,https://github.com/pinskylab/OceanAdapt,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icesDatras,R interface to Database of Trawl Surveys web services.,,https://github.com/ices-tools-prod/icesDatras,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icesTAF,Functions to support the International Council for the Exploration of the Sea Transparent Assessment Framework.,,https://github.com/ices-tools-prod/icesTAF,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSO,"The Koster Seafloor Observatory is an open-source, citizen science and machine learning approach to analyse subsea movies.",,https://github.com/ocean-data-factory-sweden/kso,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSAdata,Contains data for use in common fisheries stock analyses. See installation instructions further below.,,https://github.com/fishR-Core-Team/FSAdata,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataaimsr,Australian Institute of Marine Science (AIMS) Data Platform API Client which provides easy access to AIMS Data Platform scientific data and information.,,https://github.com/ropensci/dataaimsr,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mermaid-dash,Transform your underwater insights into data-driven actions that save coral reefs.,,https://github.com/data-mermaid/mermaid-dash,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mermaidr,"An open-source data platform developed to help you collect, analyze, and share coral reef monitoring data.",,https://github.com/data-mermaid/mermaidr,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSP,Refining the Shortest Paths of animals tracked with acoustic transmitters in estuarine regions.,,https://github.com/YuriNiella/RSP,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aspe,An R package to analyse and visualise river fish data in France.,,https://github.com/PascalIrz/aspe,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cifonauta,Marine biology image database by CEBIMar/USP.,,https://github.com/bruvellu/cifonauta,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoralNet,A repository and resource for benthic image analysis.,,https://github.com/coralnet/coralnet,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqualink,A philanthropically funded system to help people manage their local marine ecosystems in the face of increasing Ocean temperatures.,,https://github.com/aqualinkorg/aqualink-app,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Near Real-Time Survey Progress and Temperature Maps,Create daily survey station daily temperature and anomaly plots as the ships work their way through the Bering Sea.,,https://github.com/afsc-gap-products/survey-live-temperature-map,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cold pool index,"Calculate the cold pool index, mean sea surface temperature, and mean bottom temperature using temperature data collected during bottom trawl surveys of the eastern Bering Sea.",,https://github.com/afsc-gap-products/coldpool,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlanktoScope,"A modular, open-source hardware and software platform that allows for high-throughput quantitative imaging of plankton samples in aquatic biology and ecology.",,https://github.com/PlanktoScope/PlanktoScope,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyafscgap,Community contributed Python-based tools for working with public bottom trawl surveys data from the NOAA Alaska Fisheries Science Center Groundfish Assessment Program.,,https://github.com/SchmidtDSE/afscgap,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhytoFit,"Used to display satellite chlorophyll concentration, and calculate statistics and model phytoplankton blooms for regions within custom polygons.",,https://github.com/BIO-RSG/PhytoFit,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echopype,A package built to enable interoperability and scalability in ocean sonar data processing.,,https://github.com/OSOceanAcoustics/echopype,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSMOSE,A multispecies and individual-based model which focuses on fish species.,,https://github.com/osmose-model/osmose,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHOI HABhub Data Portal,Is being developed as a data access and visualization portal for the New England Harmful Algal Bloom Observing Network.,,https://github.com/WHOIGit/whoi-hab-hub,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nwfscSurvey,Tool to pull and process NWFSC West Coast groundfish survey data for use in PFMC groundfish stock assessments.,,https://github.com/pfmc-assessments/nwfscSurvey,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss3sim,"An R package that facilitates flexible, rapid, and reproducible fisheries stock assessment simulation testing with the widely-used Stock Synthesis statistical age-structured stock assessment framework.",,https://github.com/ss3sim/ss3sim,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rfisheries,Interacting with fisheries databases at openfisheries.org.,,https://github.com/ropensci/rfisheries,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisheries Stock Assessment,Provides R functions to conduct typical introductory fisheries analyses.,,https://github.com/fishR-Core-Team/FSA,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFishBC,Helps fisheries scientists collect measurements from calcified structures and back-calculate estimated lengths at previous ages.,,https://github.com/fishR-Core-Team/RFishBC,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fishRman,"Shiny R Dashboard to easily query, download, analyse and visualise Global Fishing Watch data on fishing effort.",,https://github.com/Shyentist/fish-r-man,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizer,An R package to run dynamic multi-species size-spectrum models of fish communities.,,https://github.com/sizespectrum/mizer,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSEIDON,A fishery agent-based model.,,https://github.com/poseidon-fisheries/POSEIDON,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gfwr,R package for accessing data from Global Fishing Watch APIs.,,https://github.com/GlobalFishingWatch/gfwr,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r4ss,A fisheries stock assessment model written by Rick Methot.,,https://github.com/r4ss/r4ss,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrcaHello,A real-time AI-assisted killer whale notification system.,,https://github.com/orcasound/aifororcas-livesystem,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
planktonr,"R package that facilitates the download, analysis and visualisation of phytoplankton and zooplankton data.",,https://github.com/PlanktonTeam/planktonr,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worrms,A R client for the World Register of Marine Species.,,https://github.com/ropensci/worrms,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIMS,"A software system designed and architected to support next-generation fisheries stock assessment, ecosystem, and socioeconomic modeling.",,https://github.com/NOAA-FIMS/FIMS,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSMSE,R package for performing Management Strategy Evaluation using Stock Synthesis.,,https://github.com/nmfs-fish-tools/SSMSE,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcfishobs,Known BC Fish Observations is documented as the most current and comprehensive information source on fish presence for the province.,,https://github.com/smnorris/bcfishobs,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wastd,"Turtle strandings in Western Australian, as reported to the Department of Biodiversity, Conservation and Attractions.",,https://github.com/dbca-wa/wastd,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadia,An R package that was designed to run dam passage performance standard models for American shad and other herrings.,,https://github.com/danStich/shadia,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASAL2,"Models can be used for a single population with a single anthropogenic event (in a fish population model this would be a single fishery), or for multiple species and populations, areas, and/or anthropogenic or exploitation methods, and including predator-prey interactions.",,https://github.com/NIWAFisheriesModelling/CASAL2,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etn,Provides functionality to access data from the European Tracking Network (ETN) database hosted by the Flanders Marine Institute (VLIZ) as part of the Flemish contribution to LifeWatch.,,https://github.com/inbo/etn,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenFish,An open-source system written in GoLang for classifying marine species.,,https://github.com/ausocean/openfish,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FishGlob_data,An integrated database of fish biodiversity sampled with scientific bottom trawl survey.,,https://github.com/AquaAuma/FishGlob_data,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitorfish,Improve control and monitoring of fishing vessels activities.,,https://github.com/MTES-MCT/monitorfish,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pacea,An R package of Pacific ecosystem information to help facilitate an ecosystem approach to fisheries management.,,https://github.com/pbs-assess/pacea,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISPLACE_GUI,A Scientific Research Software for Spatial Fisheries and Natural Resource Management.,,https://github.com/frabas/DISPLACE_GUI,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhaleMap,"The goal of this software is to rapidly and effectively collect and share whale survey information within and between research, government, industry, and public sectors.",,https://github.com/hansenjohnson/WhaleMap,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rCAX,"A collaborative process to efficiently share and provide access to standardized derived information, such as fish population-scale high-level indicators (HLIs) and supporting metrics.",,https://github.com/nwfsc-cb/rCAX,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
echoSMs,Making acoustic scattering models available to fisheries and plankton scientists.,,https://github.com/ices-tools-dev/echoSMs,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icesSAG,"Provides R functions that access the web services of the ICES Stock Assessment Graphs database to advance and share scientific understanding of marine ecosystems and the services they provide and to use this knowledge to generate state-of-the-art advice for meeting conservation, management, and sustainability goals.",,https://github.com/ices-tools-prod/icesSAG,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frasyr,The Japanese Fisheries Research Agency provides the method for calculating sustainable yield with R.,,https://github.com/ichimomo/frasyr,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ichthtyop,A free Java tool designed to study the effects of physical and biological factors on ichthyoplankton dynamics.,,https://github.com/ichthyop/ichthyop,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fathomnet-py,"An open-source image database that can be used to train, test, and validate state-of-the-art artificial intelligence algorithms to help us understand our ocean and its inhabitants.",,https://github.com/fathomnet/fathomnet-py,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Salmon Explorer,Methods for assessing status and trends in Pacific salmon Conservation Units and their freshwater habitats.,,https://github.com/salmonwatersheds/tech-report,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia,"An R package for hosting code and data, and running the Atlantic salmon Dam Impact Analysis (DIA) model.",,https://github.com/danStich/dia,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TropFishR,"A collection of fisheries models based on the FAO Manual ""Introduction to tropical fish stock assessment"".",,https://github.com/tokami/TropFishR,github.com,,Marine Life and Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenPlantPathology,"Open Plant Pathology is an initiative that supports and promotes the spread of all open, transparent and reproducible practices in the field of plant pathology.",,https://github.com/openplantpathology/OpenPlantPathology,github.com,,Plants and Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRootBox,"The focus of CRootBox is the simulation of different types of root architecture, and to provide a generic interface for coupling with arbitrary soil/environmental models, e.g., in order to determine the impact of specific root architectures on function.",,https://github.com/Plant-Root-Soil-Interactions-Modelling/CPlantBox,github.com,,Plants and Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlantCV,Plant phenotyping using computer vision.,,https://github.com/danforthcenter/plantcv,github.com,,Plants and Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
